wikiname;variations;author;author_firstname;wikiID;freq;repo_title;repoID;pub_year;genre;text_source;normalised_title;best_match_student_eds;student_edition;score_student_eds;author_complete;best_match_works;works;score_works
DER_RAUBGRAF;['Der Raubgraf'];Wolff;Julius;noWikiID;1;Der Raubgraf;../../wolff/raubgraf/raubgraf.html;1884;novel;Gutenberg-DE;der raubgraf;der mann mit den messern;0;85.5;julius wolff;hartmann, otto julius;0;85.5
DER_REBELL;['Der Rebell'];Oppeln-Bronikowsk;Friedrich von;noWikiID;1;Der Rebell;../../oppelnbr/rebell/rebell.html;1908;narration;Gutenberg-DE;der rebell;der arme vetter;0;85.5;friedrich von oppeln-bronikowsk;oppeln-bronikowski, friedrich von;1;92.03125
DER_REDLICHE_MANN_AM_HOFE;['Der redliche Mann am Hofe', 'Der Redliche Mann am Hofe'];Loën;Johann Michael von;noWikiID;4;Der Redliche Mann am Hofe;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/LoÃ«n_Johann_Michael_von_Der_Redliche_Mann_am_Hofe.xml;1740;novel;textgrid;der redliche mann am hofe;der arme vetter;0;85.5;johann michael von loën;von deutz>;0;85.5
DER_ROLAND_VON_BERLIN;['Der Roland von Berlin'];Alexis;Willibald;noWikiID;1;Der Roland von Berlin  1;../../alexis/roland;1840;novel;Gutenberg-DE;der roland von berlin;»draußen vor der tür« und andere werke;0;85.5;willibald alexis;wietfeldt, williard james;0;66
DER_RUNENBERG;['Runenberg', 'Der Runenberg'];Tieck;Ludwig;Q1196568;14;Der Runenberg;../../tieck/runenbrg/runenbrg.html;1802;([], ['fairy tale']);Gutenberg-DE;der runenberg;der blonde eckbert. der runenberg;1;90;ludwig tieck; tieck, ludwig;1;91.2
DER_SADDUZAEER_VON_AMSTERDAM;['Der SadduzÃ¤er von Amsterdam'];Gutzkow;Karl;noWikiID;3;;../../gutzkow/sadduc/sadduc.html;1834;;Gutenberg-DE;der sadduzaeer von amsterdam;der arme vetter;0;85.5;karl gutzkow;gutzkow, karl;1;91.2
DER_SANDMANN_(HOFFMANN);['Sandmann', 'Der Sandmann', 'Im Sandmann'];Hoffmann;E. T. A;Q798227;38;Der Sandmann;../../Hoffmann/sandmann/sandmann.html;1816;(['high literature'], []);Gutenberg-DE;der sandmann (hoffmann);der sandmann;1;90;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DER_SATYR_MOPSUS;['Der Satyr Mopsus'];Müller;Friedrich;noWikiID;2;Der Satyr Mopsus;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/MÃ¼ller_Friedrich_(Maler_MÃ¼ller)_Der_Satyr_Mopsus.xml;1775;idyll;textgrid;der satyr mopsus;der mann mit den messern;0;85.5;friedrich müller;leyen, friedrich von der;0;85.5
DER_SCHATZ;['Der Schatz'];Mörike;Eduard;noWikiID;1;Der Schatz;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/MÃ¶rike_Eduard_Der_Schatz.xml;1863;novella;textgrid;der schatz;der arme vetter;0;85.5;eduard mörike;mörike, eduard;1;91.48148148
DER_SCHATZ_IM_SILBERSEE;['Der Schatz im Silbersee'];May;Karl;Q249905;1;;../../may/silbsee/index.html;1894;(['young adult fiction', 'Western'], ['novel']);Gutenberg-DE;der schatz im silbersee;der arme vetter;0;85.5;karl may;may, karl;1;89.41176471
DER_SCHIMMELREITER;['Der Schimmelreiter', 'Schimmelreiter'];Storm;Theodor;Q895730;36;Der Schimmelreiter;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Der_Schimmelreiter.xml;1888;([], ['novel', 'novella']);textgrid;der schimmelreiter;der schimmelreiter;1;100;theodor storm;storm, theodor;1;91.48148148
DER_SCHMIED_SEINES_GLUECKS;['Der Schmied seines GlÃ¼cks'];Keller;Gottfried;noWikiID;2;Der Schmied seines  GlÃ¼ckes;../../keller/schmied/schmied.html;1856;narration;Gutenberg-DE;der schmied seines gluecks;der schmied seines glückes;1;92.30769231;gottfried keller; keller, gottfried;1;92.12121212
DER_SCHUEDDERUMP;"['SchÃ¼dderump', 'Der ""SchÃ¼dderump', 'Der SchÃ¼dderump']";Raabe;Wilhelm;Q1196819;12;Der SchÃ¼dderump;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Der_SchÃ¼dderump.xml;1869;([], ['novel']);textgrid;der schuedderump;der mann mit den messern;0;85.5;wilhelm raabe;raabe, wilhelm;1;91.48148148
DER_SCHUSS_VON_DER_KANZEL;['Der SchuÃŸ von der Kanzel', 'Der Schuss von der Kanzel'];Meyer;Conrad Ferdinand;Q1196769;6;Der SchuÃŸ von der Kanzel;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Der_SchuÃŸ_von_der_Kanzel.xml;1878;([], ['novella']);textgrid;der schuss von der kanzel;der arme vetter;0;85.5;conrad ferdinand meyer;meyer, conrad ferdinand;1;92.88888889
DER_SCHWEIZER_ROBINSON_ODER_DER_SCHWEIZER-PREDIGER_UND_SEINE_FAMILIE;['Der Schweizer Robinson oder der Schweizer-Prediger und seine Familie'];Wyß;Johann David;noWikiID;3;Der schweizerische  Robinson;../../wyssjd/schwrobi/schwrobi.html;1812;(['adventure novel'], []);Gutenberg-DE;der schweizer robinson oder der schweizer-prediger und seine familie;der arme vetter;0;85.5;johann david wyß;bürgel, johann christoph;0;85.5
DER_SELBSTMOERDER;['Der SelbstmÃ¶rder'];Blumenreich;Paul;noWikiID;1;Der  SelbstmÃ¶rder;../../blumenre/selbstmo/selbstmo.html;1904;novel;Gutenberg-DE;der selbstmoerder;»draußen vor der tür« und andere werke;0;85.5;paul blumenreich; eluard, paul breton, andré;0;85.5
DER_SONNENWIRT;['Der Sonnenwirt'];Kurz;Hermann;noWikiID;1;Der Sonnenwirt;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Kurz_Hermann_Der_Sonnenwirt.xml;1856;novel;textgrid;der sonnenwirt;der mann mit den messern;0;85.5;hermann kurz;engelhard, hermann;0;85.5
DER_STECHLIN_(ROMAN);['Der Stechlin', 'Stechlin'];Fontane;Theodor;Q1197130;45;Der Stechlin;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Der_Stechlin.xml;1898;([], ['novel']);textgrid;der stechlin (roman);der stechlin;1;90;theodor fontane; fontane, theodor;1;91.93548387
DER_STERNSTEINHOF;['Der Sternsteinhof'];Anzengruber;Ludwig;noWikiID;2;Der Sternsteinhof;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Anzengruber_Ludwig_Der_Sternsteinhof.xml;1885;novel;textgrid;der sternsteinhof;»draußen vor der tür« und andere werke;0;85.5;ludwig anzengruber;anzengruber, ludwig;1;92.43243243
DER_TOD_ABELS;['Der Tod Abels'];Gessner;Salomon;noWikiID;4;Der Tod Abels;../../gessner/todabels/todabels.html;1762;narration;Gutenberg-DE;der tod abels;der mann mit den messern;0;85.5;salomon gessner;geßner, salomon;0;82.33333333
DER_TOD_GEORGS;['Der Tod Georgs'];Beer-Hofmann;Richard ;noWikiID;8;Der Tod Georgs;../../beer-hof/todgeorg/todgeorg.html;1900;novel;Gutenberg-DE;der tod georgs;der mann mit den messern;0;85.5;richard  beer-hofmann;beer-hofmann, richard;1;92.68292683
DER_TOLLE_INVALIDE_AUF_DEM_FORT_RATONNEAU;['Der tolle Invalide auf dem Fort Ratonneau'];Arnim;Achim von;Q1199666;3;Der tolle Invalide auf  dem Fort Ratonneau;../../arnim/invalide/invalide.html;1818;([], ['novella']);Gutenberg-DE;der tolle invalide auf dem fort ratonneau;der arme vetter;0;85.5;achim von arnim;arnim, achim von;1;91.93548387
DER_TORSO;['Torso'];Langgässer;Elisabeth;noWikiID;2;Torso;../../langgaes/torso/torso.html;1909;novel;Gutenberg-DE;der torso;der arme vetter;0;85.5;elisabeth langgässer;langgässer, elisabeth;1;92.68292683
DER_TROTZKOPF;['Der Trotzkopf'];Rhoden;Emmy von;Q1197625;4;Der Trotzkopf;../../rhoden/trotzkpf/trotzkpf.html;1885;(['Backfischroman'], []);Gutenberg-DE;der trotzkopf;der mann mit den messern;0;85.5;emmy von rhoden;von deutz>;0;85.5
DER_UEBERGANG;['Der Ãœbergang'];David;Jakob Julius;noWikiID;2;Der Ãœbergang;../../david/uebergan/uebergan.html;1902;novella;Gutenberg-DE;der uebergang;der mann mit den messern;0;85.5;jakob julius david;price, david;0;85.5
DER_UNTERTAN;['Der Untertan'];Mann;Heirich;Q476349;7;Der Untertan;../../mannh/untertan/untertan.html;1911;([], ['novel']);Gutenberg-DE;der untertan;der mann mit den messern;0;85.5;heirich mann;mann, heinrich;0;87.69230769
DER_VERBRECHER_AUS_VERLORENER_EHRE;['Der Verbrecher aus verlorener Ehre', 'Verbrecher aus Infamie'];Schiller;Friedrich von;Q1197800;3;Der Verbrecher aus  verlorener Ehre;../../schiller/verbrech/verbrech.html;1786;(['conte'], ['short story', 'novella']);Gutenberg-DE;der verbrecher aus verlorener ehre;der verbrecher aus verlorener ehre;1;100;friedrich von schiller;von deutz>;0;85.5
DER_WALDBRUDER;['Der Waldbruder. Ein Pendant zu Werthers Leiden', 'Der Waldbruder'];Lenz;Jakob Michael Reinhold;Q1197891;2;Der Waldbruder;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Lenz_Jakob_Michael_Reinhold_Der_Waldbruder.xml;1776;(['wertheriad', 'epistolary novel'], ['novel']);textgrid;der waldbruder;der mann mit den messern;0;85.5;jakob michael reinhold lenz;lenz, jakob michael reinhold;1;93.27272727
DER_WALDBRUNNEN;['Der Waldbrunnen'];Stifter;Adalbert;noWikiID;1;Der Waldbrunnen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Stifter_Adalbert_Der_Waldbrunnen.xml;1866;;textgrid;der waldbrunnen;der mann mit den messern;0;85.5;adalbert stifter;stifter, adalbert;1;92.12121212
DER_WASSERMENSCH;['Der Wassermensch'];Tieck;Ludwig;noWikiID;1;Der Wassermensch;../../tieck/wasserme/wasserme.html;1835;narration;Gutenberg-DE;der wassermensch;der mann mit den messern;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
DER_WEG_INS_FREIE;['Der Weg ins Freie'];Schnitzler;Arthur;Q700479;1;Der Weg ins Freie;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnitzler_Arthur_Der_Weg_ins_Freie.xml;1908;([], ['novel']);textgrid;der weg ins freie;»draußen vor der tür« und andere werke;0;85.5;arthur schnitzler;schnitzler, arthur;1;92.28571429
DER_WEHRWOLF;['Der Werwolf'];Löns;Hermann;noWikiID;1;Der Wehrwolf;../../loens/wehrwolf/wehrwolf.html;1910;novel;Gutenberg-DE;der wehrwolf;der mann mit den messern;0;85.5;hermann löns;engelhard, hermann;0;85.5
DER_WINTERGARTEN;['Der Wintergarten'];Arnim;Achim von;noWikiID;7;Der Wintergarten;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Arnim_Ludwig_Achim_von_Der_Wintergarten.xml;1809;collection of novellas;textgrid;der wintergarten;der mann mit den messern;0;85.5;achim von arnim;arnim, achim von;1;91.93548387
DER_ZAUBERRING;['Zauberring'];Fouqué;Friedrich de la Motte;noWikiID;2;Der Zauberring;../../fouque/zauber/zauber.html;1813;;Gutenberg-DE;der zauberring;der mann mit den messern;0;85.5;friedrich de la motte fouqué;fouqué, friedrich de la motte-;1;91.72413793
DER_ZWEIKAMPF;['Der Zweikampf'];Kleist;Heinrich von;noWikiID;1;Der Zweikampf;../../kleist/2kampf/2kampf.html;1811;;Gutenberg-DE;der zweikampf;der mann mit den messern;0;85.5;heinrich von kleist; kleist, heinrich von;1;92.56410256
DES_DEUTSCHEN_SPIESSERS_WUNDERHORN;['Des deutschen SpieÃŸers Wunderhorr,'];Meyrink;Gustav;noWikiID;1;Des deutschen SpieÃŸers Wunderhorn;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyrink_Gustav_Des_deutschen_SpieÃŸers_Wunderhorn.xml;1913;;textgrid;des deutschen spiessers wunderhorn;des vetters eckfenster;0;85.5;gustav meyrink;meyrink, gustav;1;91.72413793
DES_LEBENS_UEBERFLUSS;['Des Lebens ÃœberfluÃŸ'];Tieck;Ludwig;Q1200453;2;Des Lebens  ÃœberfluÃŸ;../../tieck/ueberfl1/ueberfl1.html;1839;narration;Gutenberg-DE;des lebens ueberfluss;lebensgeschichte … des armen mannes …;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
DES_REICHES_KRONE;['Des Reiches Krone'];Raabe;Wilhelm;Q1200467;1;Des Reiches Krone;../../raabe/krone/krone.html;1873;narration;Gutenberg-DE;des reiches krone;lebensgeschichte … des armen mannes …;0;85.5;wilhelm raabe;raabe, wilhelm;1;91.48148148
DES_VETTERS_ECKFENSTER;['Des Vetters Eckfenster'];Hoffmann;E. T. A;Q979343;2;Des Vetters  Eckfenster;../../Hoffmann/eckfenst/eckfenst.html;1822;(['short story'], []);Gutenberg-DE;des vetters eckfenster;des vetters eckfenster;1;100;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DEUTSCHE_PIONIERE;['Deutsche Pioniere'];Spielhagen;Friedrich;noWikiID;1;Deutsche  Pioniere;../../spielhag/pioniere/pioniere.html;1871;narration;Gutenberg-DE;deutsche pioniere;buch von der deutschen poeterey;0;74.11764706;friedrich spielhagen;klinger, friedrich maximilian von;0;85.5
DEUTSCHER_ADEL_(WILHELM_RAABE);['Deutscher Adel'];Raabe;Wilhelm;Q1204575;1;Deutscher Adel;../../raabe/dadel/dadel.html;1880;narration;Gutenberg-DE;deutscher adel (wilhelm raabe);deutsche sagen;0;73.33333333;wilhelm raabe;raabe, wilhelm;1;91.48148148
DICHTER_UND_IHRE_GESELLEN;['Dichter und ihre Gesellen'];Eichendorff;Joseph von;Q1209499;9;Dichter und ihre  Gesellen;../../Eichendorff/dichter/dichter.html;1835;([], ['novella']);Gutenberg-DE;dichter und ihre gesellen;»draußen vor der tür« und andere werke;0;85.5;joseph von eichendorff;eichendorff, joseph von;1;92.88888889
DICHTERLEBEN;['Dichterleben'];Tieck;Ludwig;noWikiID;1;Dichterleben;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Tieck_Ludwig_Dichterleben.xml;1825;novella;textgrid;dichterleben;gedichte;0;77.14285714;ludwig tieck; tieck, ludwig;1;91.2
DIE_ABDERITEN;['Geschichte der Abderiten', 'Die Abderiten'];Wieland;Christoph Martin;Q1210777;5;Geschichte der  Abderiten;../../wieland/abdera/abdera.html;1774;(['satire'], []);Gutenberg-DE;die abderiten;die geschichte vom franz biberkopf;0;85.5;christoph martin wieland;wieland, christoph martin;1;93.06122449
DIE_ABENTEUER_DER_SYLVESTERNACHT;['Die Abenteuer der Sylvesternacht'];Hoffmann;E. T. A;noWikiID;1;;http://www.zeno.org/Literatur/M/Hoffmann,+E.+T.+A./Erz%C3%A4hlungen,+M%C3%A4rchen+und+Schriften/Fantasiest%C3%BCcke+in+Callots+Manier/Zweiter+Teil/3.+Die+Abenteuer+der+Silvester-Nacht;1814;;zeno;die abenteuer der sylvesternacht;die abentheuer der sylvester-nacht;1;96.96969697;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DIE_ABENTHEUER_DES_DON_SYLVIO_VON_ROSALVA;['Die Abentheuer des Don Sylvio von Rosalva'];Wieland;Christoph Martin;noWikiID;4;Die Abentheuer des Don  Sylvio;../../wieland/sylvio/sylvio.html;1764;;Gutenberg-DE;die abentheuer des don sylvio von rosalva;don sylvio von rosalva;1;90;christoph martin wieland;wieland, christoph martin;1;93.06122449
DIE_AHNEN;['Die Ahnen'];Freytag;Gustav;Q42185371;3;Die Ahnen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Freytag_Gustav_Die_Ahnen.xml;1872;([], ['novel']);textgrid;die ahnen;die geschichte vom franz biberkopf;0;85.5;gustav freytag;freytag, gustav;1;91.72413793
DIE_AKTEN_DES_VOGELSANGS;['Die Akten des Vogelsangs', 'Akten des Vogelsangs', 'Oie Akten des Vogelsangs'];Raabe;Wilhelm;Q1210969;13;Die Akten des Vogelsangs;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Die_Akten_des_Vogelsangs.xml;1896;narration;textgrid;die akten des vogelsangs;die akten des vogelsangs;1;100;wilhelm raabe;raabe, wilhelm;1;91.48148148
DIE_ANARCHISTEN;['Die Anarchisten'];Mackay;John Henry;noWikiID;2;Die Anarchisten;../../mackay/anarchis/anarchis.html;1891;;Gutenberg-DE;die anarchisten;die briefe;0;85.5;john henry mackay;hulme, john;0;85.5
DIE_BARONIN;['Die Baronin'];Dedenrot;Eugen Hermann von;noWikiID;1;Die Baronin;../../dedenrot/baronin/baronin.html;1873;narration;Gutenberg-DE;die baronin;die geschichte vom franz biberkopf;0;85.5;eugen hermann von dedenrot;von deutz>;0;85.5
DIE_BEICHTE;['Die Beichte'];Stach;Ilse von;noWikiID;2;Die Beichte;../../stach/beichte/beichte.html;1913;novella;Gutenberg-DE;die beichte;die geschichte vom franz biberkopf;0;85.5;ilse von stach;graevenitz, gerhart von;0;85.5
DIE_BRAUTNACHT;['Die Brautnacht'];Pichler;Adolf;noWikiID;2;Die Brautnacht;../../pichler/brautnac/brautnac.html;1897;narration;Gutenberg-DE;die brautnacht;die geschichte vom franz biberkopf;0;85.5;adolf pichler;pichler, adolf;1;91.48148148
DIE_CHINESISCHE_MAUER;['Die chinesische Mauer'];Kraus;Karl;noWikiID;1;Die chinesische  Mauer;../../kraus/chimauer/chimauer.html;1910;narration;Gutenberg-DE;die chinesische mauer;die briefe;0;85.5;karl kraus;berger, karl heinz;0;85.5
DIE_CHRONIK_DER_SPERLINGSGASSE;['Die Chronik der Sperlingsgasse', 'Die Chronik der Sper/ingsgasse', 'Chronik der Sperlingsgasse'];Raabe;Wilhelm;Q1211874;11;Die Chronik der Sperlingsgasse;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Die_Chronik_der_Sperlingsgasse.xml;1857;([], ['novel']);textgrid;die chronik der sperlingsgasse;die chronik der sperlingsgasse;1;100;wilhelm raabe;raabe, wilhelm;1;91.48148148
DIE_DREI_GERECHTEN_KAMMMACHER;['Die drei gerechten Kammacher'];Keller;Gottfried;Q1218123;1;Die drei gerechten  Kammacher;../../keller/kammachr/kammachr.html;1856;([], ['novella']);Gutenberg-DE;die drei gerechten kammmacher;die drei gerechten kammacher;1;98.24561404;gottfried keller; keller, gottfried;1;92.12121212
DIE_DREI_NUESSE;['Die drei NÃ¼sse'];Brentano;Clemes;noWikiID;1;Die drei NÃ¼sse;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Brentano_Clemens_Die_drei_NÃ¼sse.xml;1817;narration;textgrid;die drei nuesse;die briefe;0;85.5;clemes brentano;brentano, clemens;1;89.0625
DIE_ELFEN_(LUDWIG_TIECK);['Die Elfen'];Tieck;Ludwig;Q1169906;3;Die Elfen;../../tieck/elfen/elfen.html;1812;([], ['narration']);Gutenberg-DE;die elfen (ludwig tieck);die briefe;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
DIE_ELIXIERE_DES_TEUFELS;['Die Elixiere des Teufels', 'Elixieren des Teufels'];Hoffmann;E. T. A;Q600849;14;Die Elixiere des  Teufels;../../Hoffmann/elexiere/elexiere.html;1815;(['mirabilia'], ['novel']);Gutenberg-DE;die elixiere des teufels;die elixiere des teufels;1;100;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DIE_ENTFUEHRUNG;['Die EntfÃ¼hrung'];Eichendorff;Joseph von;noWikiID;3;Die  EntfÃ¼hrung;../../Eichendorff/entfuehr/entfuehr.html;1838;novella;Gutenberg-DE;die entfuehrung;die briefe;0;85.5;joseph von eichendorff;eichendorff, joseph von;1;92.88888889
DIE_EPIGONEN;['Die Epigonen', 'Epigonen'];Immermann;Karl;noWikiID;32;Die Epigonen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Immermann_Karl_Die_Epigonen.xml;1836;;textgrid;die epigonen;die geschichte vom franz biberkopf;0;85.5;karl immermann;waggerl, karl heinrich;0;85.5
DIE_ERMORDUNG_EINER_BUTTERBLUME;['Ermordung einer Butterblume'];Döblin;Alfred;Q1212233;1;;31660;1910;([], ['short story collection']);Gutenberg-US;die ermordung einer butterblume;die briefe;0;85.5;alfred döblin;döblin, alfred;1;91.48148148
DIE_EUROPAMUEDEN;['Die EuropamÃ¼den'];Willkomm;Ernst;noWikiID;2;Die EuropamÃ¼den;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Willkomm_Ernst_Adolf_Die_EuropamÃ¼den.xml;1838;;textgrid;die europamueden;die briefe;0;85.5;ernst willkomm;schmidt, ernst günther;0;85.5
DIE_FAMILIE;['Die Familie'];Riehl;Wilhelm Heinrich;noWikiID;3;Die Familie;../../riehl/familie/familie.html;1855;narration;Gutenberg-DE;die familie;die familie selicke;0;90;wilhelm heinrich riehl;riehl, wilhelm heinrich;1;92.88888889
DIE_FAMILIE_SELDORF;['Die Familie Seldorf'];Huber;Therese;Q977237;3;Die Familie Seldorf;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Huber_Therese_Die_Familie_Seldorf.xml;1795;novel;textgrid;die familie seldorf;die briefe;0;85.5;therese huber;fischer-seidel, therese;0;85.5
DIE_FAMILIE_WOREL;['Die Familie Worel'];Saar;Ferdinand von;Q1212318;1;;http://www.zeno.org/Literatur/M/Saar,+Ferdinand+von/Erz%C3%A4hlungen/Tragik+des+Lebens/Die+Familie+Worel;1906;narrative;zeno;die familie worel;die briefe;0;85.5;ferdinand von saar; saar, ferdinand von;1;92.43243243
DIE_FERMATE;['Die Fermate'];Hoffmann;E. T. A;noWikiID;1;Die Fermate;../../Hoffmann/fermate/fermate.html;1815;novella;Gutenberg-DE;die fermate;rat krespel. die fermate. don juan;1;90;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DIE_FLUSSPIRATEN_DES_MISSISSIPPI;['Die FluÃŸpiraten des Mississippi'];Gerstäcker;Friedrich;Q1212508;1;Die FluÃŸpiraten des Mississippi;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/GerstÃ¤cker_Friedrich_Die_FluÃŸpiraten_des_Mississippi.xml;1848;([], ['novel']);textgrid;die flusspiraten des mississippi;die briefe;0;85.5;friedrich gerstäcker;gerstäcker, friedrich;1;92.68292683
DIE_FRAU_PROFESSORIN;['Die Frau Professorin'];Auerbach;Berthold;noWikiID;2;Die Frau  Professorin;../../auerbach/frprofes/frprofes.html;1846;;Gutenberg-DE;die frau professorin;die briefe;0;85.5;berthold auerbach;burk, berthold;0;69.09090909
DIE_FREIHERREN_VON_GEMPERLEIN;['Die Freiherren von Gemperlein'];Ebner-Eschenbach;Marie von;noWikiID;1;Die Freiherren von Gemperlein;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Ebner_Eschenbach_Marie_von_Die_Freiherren_von_Gemperlein.xml;1889;;textgrid;die freiherren von gemperlein;die briefe;0;85.5;marie von ebner-eschenbach;ebner-eschenbach, marie von;1;93.20754717
DIE_FREUNDE_(LUDWIG_TIECK);['Die Freunde'];Tieck;Ludwig;Q1212755;1;Die Freunde;../../tieck/freunde/freunde.html;1797;narration;Gutenberg-DE;die freunde (ludwig tieck);die briefe;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
DIE_GEIER-WALLY_(ROMAN);['Die Geier-Wally', 'Geier-Wally'];Hillern;Wilhelmine von;Q1212872;3;Die Geier-Wally;../../hillern/geierwal/geierwal.html;1875;([], ['novel']);Gutenberg-DE;die geier-wally (roman);die briefe;0;85.5;wilhelmine von hillern;von deutz>;0;85.5
DIE_GEIGERIN;['Die Geigerin'];Saar;Ferdinand von;Q1212876;1;Die Geigerin;../../saar/geigerin/geigerin.html;1875;narration;Gutenberg-DE;die geigerin;die geschichte vom franz biberkopf;0;85.5;ferdinand von saar; saar, ferdinand von;1;92.43243243
DIE_GESCHICHTE_DER_ANNA_WASER;['Die Geschichte der Anna Waser'];Waser;Maria;noWikiID;1;Die Geschichte der Anna  Waser;../../waser/annawase/annawase.html;1913;novel;Gutenberg-DE;die geschichte der anna waser;der arme vetter;0;85.5;maria waser;weissmann, maria luise;0;85.5
DIE_GLUECKLICHE_REISE;['Die glÃ¼ckliche Reise'];La Roche;Sophie von;noWikiID;1;;http://www.zeno.org/Literatur/M/La+Roche,+Sophie+von/Erz%C3%A4hlungen/Moralische+Erz%C3%A4hlungen/Erste+Sammlung/Die+gl%C3%BCkliche+Reise;1786;;zeno;die glueckliche reise;die briefe;0;85.5;sophie von la roche;von deutz>;0;85.5
DIE_GLUECKSRITTER;['Die GlÃ¼cksritter'];Eichendorff;Joseph von;noWikiID;1;Die GlÃ¼cksritter;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Eichendorff_Joseph_von_Die_GlÃ¼cksritter.xml;1841;;textgrid;die gluecksritter;die briefe;0;85.5;joseph von eichendorff;eichendorff, joseph von;1;92.88888889
DIE_GOETTINNEN_ODER_DIE_DREI_ROMANE_DER_HERZOGIN_VON_ASSY;['Die GÃ¶ttinnen'];Mann;Heirich;Q1213243;2;;../../mannh/goettin/goettin.html;1903;novel;Gutenberg-DE;die goettinnen oder die drei romane der herzogin von assy;isabella von ägypten;0;85.5;heirich mann;mann, heinrich;0;87.69230769
DIE_GOLDENE_SCHMIEDE;['Goldene Schmiede'];Conrad;Michael Georg;noWikiID;1;Die goldene  Schmiede;../../conradmg/schmiede/schmiede.html;1885;narration;Gutenberg-DE;die goldene schmiede;die briefe;0;85.5;michael georg conrad;becher, georg;0;85.5
DIE_GUENDERODE;['Die GÃ¼nderode'];Arnim;Bettina von;noWikiID;5;Die GÃ¼nderode;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Arnim_Bettina_von_Die_GÃ¼nderode.xml;1844;;textgrid;die guenderode;die geschichte vom franz biberkopf;0;85.5;bettina von arnim;arnim, bettina von;1;92.28571429
DIE_GUTE_SCHULE;['Die gute Schule'];Bahr;Hermann;noWikiID;2;Die gute Schule;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Bahr_Hermann_Die_gute_Schule.xml;1890;;textgrid;die gute schule;die briefe;0;85.5;hermann bahr;engelhard, hermann;0;85.5
DIE_HANNA;['Die Hanna'];David;Jakob Julius;noWikiID;1;Die Hanna;../../david/hanna/hanna.html;1904;novella;Gutenberg-DE;die hanna;die geschichte vom franz biberkopf;0;85.5;jakob julius david;price, david;0;85.5
